iteration,pipelineNum,deployLat,draftLat
1,1,3.7403483390808105,0
1,2,3.3122239112854004,0
1,3,3.3246877193450928,0
1,4,3.22012996673584,0
1,5,3.2829880714416504,0
1,6,3.3240461349487305,0
1,7,3.2801170349121094,0
1,8,3.2837812900543213,0
1,9,3.3965342044830322,0
1,10,3.3210928440093994,0
